# Ng=4 U=7.9  qp-side lambda, stacked Neff x Neff blocks per atom (atom0, atom1)
-1.338537028469936885e-02 -1.586508724257028047e-01 1.341439030783622699e-01 -6.664928956166297699e-03 -1.190069801298878792e-03
-1.586508724257028047e-01 3.571919974072514936e+00 6.561482199691935913e-01 3.515041956246045540e-02 1.284646794596636943e-01
1.341439030783622699e-01 6.561482199691935913e-01 -3.570252111313405141e+00 1.215710168341499614e-01 -7.777773088217407316e-02
-6.664928956166297699e-03 3.515041956246045540e-02 1.215710168341499614e-01 -1.642525752036049294e-02 4.431070871137868065e-03
-1.190069801298878792e-03 1.284646794596636943e-01 -7.777773088217407316e-02 4.431070871137868065e-03 -1.135154635110637543e-02
-3.432413722232064313e+00 5.354302349154904661e-01 -4.964465847396985487e-01 5.240349195897864298e-01 -8.884125775949587231e-03
5.354302349154904661e-01 -5.737642029771403140e-02 4.454482946577211222e-01 -8.212427949712192143e-02 9.700492713716801774e-02
-4.964465847396985487e-01 4.454482946577211222e-01 3.326295708093133907e+00 7.549069661783529284e-02 8.857995455085672099e-01
5.240349195897864298e-01 -8.212427949712192143e-02 7.549069661783529284e-02 -9.347837968896087479e-02 1.206912818517377663e-03
-8.884125775949587231e-03 9.700492713716801774e-02 8.857995455085672099e-01 1.206912818517377663e-03 2.174785351403426825e-01
