# Ng=4 U=2.3  impurity-side lambda^c, stacked Neff x Neff blocks per atom (atom0, atom1)
-4.284800325961441066e-03 -1.489400725203727793e-01 -1.786473653418995527e-02 1.926789023002193624e-01 -5.128420700268492005e-02
-1.489400725203727793e-01 2.646366902706527746e+00 2.742345838361255339e-01 3.140817860662176858e-02 9.191327503141681898e-01
-1.786473653418995527e-02 2.742345838361255339e-01 2.166786609461560098e-02 3.598251929390725024e-02 9.513582168570833275e-02
1.926789023002192514e-01 3.140817860662168531e-02 3.598251929390723636e-02 -2.988541200168000067e+00 1.602397924404201819e-03
-5.128420700268492005e-02 9.191327503141684119e-01 9.513582168570833275e-02 1.602397924404230008e-03 3.121122702499460333e-01
-2.319787248662379398e+00 2.757458218249440596e-01 -6.443876154810898038e-01 1.145903830347631214e+00 -6.474446414925716375e-02
2.757458218249439486e-01 5.858435927110515473e-03 4.134145342877055262e-01 -1.558385786061079192e-01 7.484057876269990806e-02
-6.443876154810898038e-01 4.134145342877055262e-01 2.756795161460139365e+00 1.491179346825066976e-01 5.679752648621323452e-01
1.145903830347632102e+00 -1.558385786061079192e-01 1.491179346825067531e-01 -5.640988177148915650e-01 -1.794919917679317157e-03
-6.474446414925708049e-02 7.484057876269988030e-02 5.679752648621325672e-01 -1.794919917679340575e-03 1.085496975321701973e-01
