# Ng=4 U=4.8  impurity-side lambda^c, stacked Neff x Neff blocks per atom (atom0, atom1)
-2.060582088254070410e-02 -6.180970407765566665e-02 2.269618140279417717e-01 8.698125964623268369e-02 -8.471334308645314670e-03
-6.180970407765548624e-02 2.870848429781020172e+00 7.079701023948736793e-01 1.416987101267578042e-01 2.427624846912112833e-01
2.269618140279417162e-01 7.079701023948736793e-01 -2.549155506965335771e+00 -8.740022818499380008e-01 7.714434853143320447e-02
8.698125964623268369e-02 1.416987101267578597e-01 -8.740022818499380008e-01 -5.164636115849052800e-01 1.879899141994374051e-02
-8.471334308645314670e-03 2.427624846912112833e-01 7.714434853143320447e-02 1.879899141994373357e-02 -1.772774124907745552e-01
-2.033613950696312678e+00 4.036414193120681504e-01 -4.897220238994404728e-01 -1.217044647793265266e+00 7.659732430011439996e-02
4.036414193120680394e-01 1.454264238195410175e-02 6.124898738746412663e-01 2.853939001884746030e-01 -1.408270216416274700e-01
-4.897220238994403618e-01 6.124898738746412663e-01 2.647122370133533575e+00 -1.524065525628825191e-01 -6.922014681875247044e-01
-1.217044647793265710e+00 2.853939001884747140e-01 -1.524065525628826301e-01 -9.919826534686597697e-01 9.684552098292805236e-03
7.659732430011434445e-02 -1.408270216416275256e-01 -6.922014681875249265e-01 9.684552098292780950e-03 -2.872193726666000257e-02
